,iyear,imonth,iday,country,region,provstate,city,latitude,longitude,attacktype1,attacktype2,attacktype3,targtype1,natlty1,targtype2,natlty2,targtype3,natlty3,gname,gname2,gname3,weaptype1,weaptype2,weaptype3,weaptype4,nkill,nwound,population
42639,2016,10,11,228,10,Taizz,Taizz,"13,586484","44,024105",3,,,14,228.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,2.0,4.0,615222.0
42640,2016,10,11,228,10,Taizz,Taizz,"13,586484","44,024105",3,,,14,228.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,2.0,4.0,615222.0
42641,2016,10,11,228,10,Taizz,Taizz,"13,586484","44,024105",3,,,14,228.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,1.0,4.0,615222.0
42642,2016,10,11,228,10,Taizz,Taizz,"13,586484","44,024105",3,,,14,228.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,1.0,3.0,615222.0
42643,2016,10,11,173,10,Asir,Khamis Mushayt,"18,314753","42,725163",3,,,14,173.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,0.0,387553.0
42646,2016,10,11,209,10,Diyarbakir,Dicle,"38,373308","40,075578",1,,,14,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,,,,1.0,0.0,13017.0
42659,2016,10,11,209,10,Hakkari,Yuksekova,"37,571716","44,282299",3,,,8,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,1.0,2.0,71729.0
42660,2016,10,11,200,10,Aleppo,Mashi,"36,52915","37,951031",3,,,1,200.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,11.0,20.0,99497.0
42661,2016,10,11,209,10,Diyarbakir,Lice,"38,457284","40,652105",3,,,20,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,0.0,0.0,16336.0
42678,2016,10,12,95,10,Nineveh,Mosul,"36,354145","43,14357",6,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,9,,,,5.0,0.0,2065597.0
42689,2016,10,12,95,10,Saladin,Tikrit district,"34,923411","43,811052",9,,,1,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,1.0,0.0,0.0
42690,2016,10,12,95,10,Saladin,Tikrit,"34,621521","43,668377",9,,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,4.0,0.0,42477.0
42691,2016,10,12,209,10,Sirnak,,"37,414914","42,492975",2,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,,,,1.0,2.0,0.0
42692,2016,10,12,209,10,Hakkari,Hakkari district,"37,574561","43,752448",3,,,20,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,0.0,0.0,77699.0
42695,2016,10,12,209,10,Diyarbakir,Lice,"38,453188","40,652057",3,,,20,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,0.0,0.0,16336.0
42698,2016,10,12,228,10,,,,,3,,,4,217.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,0.0,2.0
42703,2016,10,12,113,10,Murqub,Al-Khums,"32,646988","14,260969",2,,,14,113.0,,,,,Tripoli Province of the Islamic State,,,5,,,,1.0,0.0,201943.0
42704,2016,10,12,200,10,Hamah,Rasha,"35,270832","36,293419",3,,,14,200.0,,,,,Free Syrian Army,,,6,6.0,,,,,0.0
42705,2016,10,12,200,10,Damascus,Duma,"33,571575","36,40044",3,,,4,200.0,14.0,200.0,,,Jaysh al-Islam (Syria),,,6,,,,0.0,0.0,111864.0
42711,2016,10,13,95,10,Kirkuk,Al-Murrah,"35,358935","44,145917",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,1.0,0.0,0.0
42712,2016,10,13,95,10,Kirkuk,Riyadh,"35,272076","43,915043",9,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,5.0,0.0,0.0
42715,2016,10,13,200,10,Aleppo,Bab As Salameh,"36,630637","37,085353",3,,,17,200.0,14.0,200.0,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,17.0,25.0,0.0
42716,2016,10,13,200,10,Aleppo,Aleppo,"36,201721","37,14352",3,,,8,200.0,,,,,Muslim extremists,,,6,,,,4.0,10.0,1602264.0
42717,2016,10,13,209,10,Sirnak,Ayvalik,"37,481646","43,116171",3,,,4,209.0,17.0,209.0,,,Kurdistan Workers' Party (PKK),,,6,,,,1.0,5.0,1366.0
42719,2016,10,13,209,10,Van,Ipekyolu district,"38,696321","43,366072",7,,,8,209.0,,,,,Kurdistan Workers' Party (PKK),,,8,,,,0.0,0.0,0.0
42721,2016,10,13,60,10,North Sinai,Arish,"31,126646","33,800865",6,,,15,60.0,,,,,Sinai Province of the Islamic State,,,5,,,,0.0,0.0,128855.0
42742,2016,10,14,60,10,North Sinai,,"31,050078","33,408322",2,,,4,60.0,,,,,Sinai Province of the Islamic State,,,6,5.0,,,27.0,6.0,0.0
42747,2016,10,14,113,10,Tripoli,Tripoli,"32,867867","13,189067",2,,,2,113.0,,,,,Muslim extremists,,,5,,,,0.0,0.0,1150989.0
42756,2016,10,14,209,10,Mardin,Mazidagai,"37,477368","40,486736",3,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,3.0,3.0,13138.0
42757,2016,10,14,209,10,Van,Yavuzlar,"38,2066","44,2712",3,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,0.0,8.0,0.0
42758,2016,10,14,209,10,Hakkari,Tekeli,"37,239988","44,659705",3,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,1.0,3.0,0.0
42759,2016,10,14,209,10,Diyarbakir,Kulp district,"38,525852","41,142233",2,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,,,,0.0,0.0,0.0
42760,2016,10,14,209,10,Adiyaman,,"37,771791","38,270646",9,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,13,,,,0.0,1.0,223744.0
42761,2016,10,14,209,10,Bitlis,,"38,652313","42,420203",9,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,13,,,,0.0,1.0,0.0
42762,2016,10,14,209,10,Antalya,Calticak,"36,799721","30,578428",3,,,1,209.0,,,,,Kurdistan Freedom Hawks (TAK),Kurdistan Workers' Party (PKK),,6,,,,0.0,0.0,0.0
42764,2016,10,14,228,10,Marib,Marib,"15,45639","45,324871",3,,,14,228.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,4.0,10.0,16794.0
42766,2016,10,14,60,10,North Sinai,Zuqdan,"30,608472","33,617577",9,,,4,60.0,,,,,Muslim extremists,,,13,,,,4.0,1.0,1.0
42768,2016,10,14,173,10,Jazan,Jazan,"16,893194","42,57526",2,,,3,173.0,,,,,Houthi extremists (Ansar Allah),,,5,,,,1.0,0.0,105198.0
42775,2016,10,14,200,10,Aleppo,Aleppo,"36,201721","37,14352",2,,,14,200.0,,,,,Southern Front,,,6,5.0,,,0.0,0.0,1602264.0
42776,2016,10,14,200,10,Damascus,Damascus,"33,515244","36,292084",3,,,4,200.0,,,,,Free Syrian Army,,,6,,,,0.0,0.0,1569394.0
42780,2016,10,15,95,10,Al Anbar,Al-Khasfah,"34,17971","42,252369",2,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,5,,,,7.0,0.0,1.0
42781,2016,10,15,95,10,Saladin,Mutaybijah,"34,093739","44,21817",2,,,3,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,5,,,,11.0,11.0,0.0
42783,2016,10,15,113,10,Sirte,Sirte,"31,197586","16,586681",7,,,17,113.0,,,,,Tripoli Province of the Islamic State,,,8,,,,0.0,0.0,128123.0
42793,2016,10,15,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,36.0,33.0,7216000.0
42796,2016,10,15,228,10,,,,,3,,,4,217.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,0.0,2.0
42806,2016,10,15,113,10,Sirte,Sirte,"31,197586","16,586681",6,,,17,113.0,,,,,Tripoli Province of the Islamic State,,,13,,,,,,128123.0
42807,2016,10,15,228,10,Amanat Al Asimah,Sanaa,"15,325443","44,211895",6,,,10,228.0,,,,,Houthi extremists (Ansar Allah),,,13,,,,0.0,1.0,1937451.0
42811,2016,10,15,95,10,Diyala,Kuban,"34,744444","44,967778",3,,,17,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,5.0,,,6.0,0.0,0.0
42812,2016,10,16,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,3.0,4.0,7216000.0
42815,2016,10,16,60,10,North Sinai,Abu Tawilah,"31,211786","34,151035",2,,,4,60.0,,,,,Sinai Province of the Islamic State,,,5,,,,8.0,8.0,0.0
42818,2016,10,16,95,10,Nineveh,Mosul,"36,354145","43,14357",9,,,3,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,6.0,0.0,2065597.0
42819,2016,10,16,95,10,Saladin,Tikrit,"34,621521","43,668377",7,,,3,95.0,,,,,Tribesmen,,,13,,,,0.0,,42477.0
42821,2016,10,16,95,10,Diyala,Sinsil,"34,021821","44,933508",3,,,4,95.0,17.0,95.0,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,1.0,2.0,0.0
42825,2016,10,16,209,10,Hakkari,Yenikopru,"37,719912","44,049962",3,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,1.0,0.0,0.0
42830,2016,10,16,209,10,Van,Ercis,"39,03643","43,350422",1,,,2,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,,,,1.0,0.0,91915.0
42836,2016,10,16,95,10,Nineveh,Mosul,"36,354145","43,14357",6,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,5,,,,1.0,0.0,2065597.0
42837,2016,10,16,102,10,Mafraq,Rukban,"33,313874","38,70215",3,,,17,102.0,14.0,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,4.0,20.0,85000.0
42838,2016,10,16,110,10,Beqaa,Arsal,"34,184605","36,424011",2,,,4,110.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,5,,,,1.0,0.0,0.0
42853,2016,10,16,228,10,Taizz,Taizz,"13,586484","44,024105",3,,,14,228.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,7.0,0.0,615222.0
42855,2016,10,17,95,10,Babil,Yusufiyah,"33,07835","44,254719",3,,,4,95.0,14.0,95.0,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,11.0,17.0,0.0
42856,2016,10,17,95,10,Saladin,Shirqat,"35,499439","43,234894",2,,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,5,,,,1.0,4.0,0.0
42875,2016,10,17,200,10,Aleppo,Aleppo,"36,201721","37,14352",2,,,14,200.0,,,,,Southern Front,Shamiya Front,,6,5.0,,,0.0,0.0,1602264.0
42876,2016,10,17,200,10,Aleppo,Aleppo,"36,201721","37,14352",2,,,4,200.0,,,,,Free Syrian Army,,,6,5.0,,,0.0,0.0,1602264.0
42881,2016,10,18,60,10,North Sinai,Sheikh Zuweid,"31,212225","34,117065",3,,,4,60.0,,,,,Sinai Province of the Islamic State,,,6,,,,2.0,4.0,0.0
42883,2016,10,19,95,10,Nineveh,Mosul,"36,354145","43,14357",3,,,20,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,0.0,2065597.0
42884,2016,10,18,95,10,Nineveh,Nasr,"35,827229","43,389652",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,4.0,0.0,0.0
42892,2016,10,18,95,10,Kirkuk,Kirkuk,"35,45211","44,375465",9,,,17,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,0.0,0.0,601433.0
42905,2016,10,19,95,10,Nineveh,Sinjar district,"36,3225","41,864167",3,,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,47.0,3.0,38294.0
42910,2016,10,19,173,10,Jazan,Shab Adh Dhib,"16,546944","42,979444",3,,,4,173.0,14.0,173.0,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,,0.0
42911,2016,10,19,173,10,Jazan,Al-Tuwal,"16,524263","42,967896",3,,,4,173.0,14.0,173.0,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,,0.0
42912,2016,10,19,173,10,Jazan,Ad Dawad,"16,889359","42,570567",3,,,4,173.0,14.0,173.0,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,,105198.0
42913,2016,10,19,173,10,Jazan,Ad Dukhan,"16,74667","43,217305",3,,,4,173.0,14.0,173.0,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,,9.0
42914,2016,10,19,173,10,Jazan,Al-Abadiyah,"16,756625","43,230939",3,,,4,173.0,14.0,173.0,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,,114.0
42915,2016,10,19,173,10,Jazan,Ghawiyah,"16,762467","43,22816",3,,,4,173.0,14.0,173.0,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,,114.0
42916,2016,10,19,173,10,Jazan,Al-Mahruq,"16,764359","43,252999",3,,,4,173.0,14.0,173.0,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,,114.0
42917,2016,10,19,173,10,Najran,Ad Dabah,"17,565604","44,228944",3,,,4,173.0,14.0,173.0,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,,0.0
42918,2016,10,19,173,10,Jazan,Ar Ramdah,"16,451439","42,904686",3,,,4,173.0,14.0,173.0,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,,0.0
42919,2016,10,19,173,10,Jazan,Al-Ayn Al-Hara,"16,76068","43,212107",3,,,4,173.0,14.0,173.0,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,,0.0
42920,2016,10,19,173,10,Jazan,As Sudays,"16,759295","43,184751",3,,,4,173.0,14.0,173.0,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,,0.0
42921,2016,10,19,209,10,Diyarbakir,Lice district,"38,457415","40,652011",2,,,17,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,5.0,,,2.0,2.0,16336.0
42922,2016,10,19,228,10,Taizz,Taizz,"13,586484","44,024105",3,,,14,228.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,1.0,3.0,615222.0
42923,2016,10,19,155,10,West Bank,Tapuah,"32,119816","35,249802",2,,,3,97.0,,,,,Palestinian Extremists,,,9,,,,1.0,0.0,8535.0
42924,2016,10,19,209,10,Osmaniye,Osmaniye,"37,070654","36,282064",3,,,14,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,0.0,2.0,202837.0
42925,2016,10,19,209,10,Osmaniye,Osmaniye,"37,071777","36,271529",3,,,14,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,0.0,1.0,202837.0
42926,2016,10,18,228,10,Marib,Marib,"15,45639","45,324871",3,,,14,228.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,0.0,16794.0
42927,2016,10,19,95,10,Nineveh,Mosul,"36,354145","43,14357",3,,,2,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,0.0,2065597.0
42928,2016,10,19,95,10,Nineveh,Mosul,"36,354145","43,14357",3,,,2,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,16.0,2065597.0
42929,2016,10,19,95,10,Nineveh,Mosul,"36,354145","43,14357",3,,,2,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,0.0,2065597.0
42930,2016,10,5,228,10,,,,,6,,,14,14.0,,,,,Muslim extremists,,,13,,,,0.0,0.0,2.0
42932,2016,10,19,95,10,Saladin,Safinah,"35,525556","43,261111",6,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,9,10.0,,,,6.0,0.0
42940,2016,10,19,200,10,Aleppo,Aleppo,"36,201721","37,14352",3,,,1,200.0,,,,,Free Syrian Army,,,6,,,,0.0,0.0,1602264.0
42941,2016,10,19,200,10,Aleppo,Aleppo,"36,201721","37,14352",3,,,4,200.0,,,,,Free Syrian Army,Free Idlib Army,,6,,,,0.0,0.0,1602264.0
42942,2016,10,19,200,10,Aleppo,Aleppo,"36,201721","37,14352",3,,,4,200.0,,,,,Free Syrian Army,Free Idlib Army,,6,,,,0.0,0.0,1602264.0
42944,2016,10,19,95,10,Al Anbar,Rutbah district,"33,038056","40,284444",3,,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,20.0,0.0,22370.0
42946,2016,10,20,95,10,Nineveh,Mosul,"36,354145","43,14357",7,,,15,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,0.0,0.0,2065597.0
42959,2016,10,20,95,10,Nineveh,Mosul,"36,354145","43,14357",9,,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,3.0,0.0,2065597.0
42960,2016,10,20,95,10,Kirkuk,Bashir,"35,244621","44,275486",9,,,17,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,,,0.0
42961,2016,10,20,228,10,Abyan,Zinjibar,"13,129726","45,385571",2,,,4,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,5,,,,5.0,3.0,19879.0
42963,2016,10,20,228,10,Al Jawf,Maslub district,"16,1825","44,626111",9,,,4,228.0,17.0,228.0,,,Houthi extremists (Ansar Allah),,,13,,,,3.0,,0.0
42964,2016,10,20,228,10,Sanaa,Nihm district,"15,749972","44,499986",2,,,17,228.0,,,,,Houthi extremists (Ansar Allah),,,6,5.0,,,0.0,0.0,0.0
42965,2016,10,20,228,10,Hajjah,Harad,"16,402103","43,05595",3,,,4,228.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,3.0,0.0,38.0
42967,2016,10,20,209,10,Hakkari,Guvendagi,"37,293709","43,671189",9,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,13,,,,2.0,5.0,0.0
42968,2016,10,20,228,10,Marib,Marib,"15,45639","45,324871",3,,,14,228.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,0.0,16794.0
42970,2016,10,20,95,10,Nineveh,Bashiqah,"36,447495","43,351059",3,,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,21.0,0.0,0.0
42978,2016,10,20,228,10,Abyan,Lawdar district,"13,879274","45,869519",9,,,4,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,13,,,,,,0.0
42979,2016,10,20,228,10,Sanaa,Nihm district,"15,749972","44,499986",2,,,17,228.0,,,,,Houthi extremists (Ansar Allah),,,6,5.0,,,0.0,0.0,0.0
42980,2016,10,20,228,10,Sanaa,Al-Manarah,"15,3875","44,836667",2,,,17,228.0,,,,,Houthi extremists (Ansar Allah),,,6,5.0,,,0.0,0.0,0.0
42981,2016,10,20,228,10,Sanaa,Sahar,"15,633333","44,583333",2,,,17,228.0,,,,,Houthi extremists (Ansar Allah),,,6,5.0,,,0.0,0.0,0.0
42982,2016,10,20,228,10,Sanaa,Nihm district,"15,749972","44,499986",2,,,17,228.0,,,,,Houthi extremists (Ansar Allah),,,6,5.0,,,0.0,0.0,0.0
42983,2016,10,20,228,10,Sanaa,Nihm district,"15,749972","44,499986",2,,,17,228.0,,,,,Houthi extremists (Ansar Allah),,,6,5.0,,,0.0,0.0,0.0
42984,2016,10,20,228,10,Sanaa,Yam,"15,628584","44,587434",2,,,17,228.0,,,,,Houthi extremists (Ansar Allah),,,6,5.0,,,0.0,0.0,0.0
42985,2016,10,20,228,10,Sanaa,Nihm district,"15,749972","44,499986",2,,,17,228.0,,,,,Houthi extremists (Ansar Allah),,,6,5.0,,,0.0,0.0,0.0
42986,2016,10,20,228,10,Sanaa,Nihm district,"15,633333","44,583333",2,,,17,228.0,,,,,Houthi extremists (Ansar Allah),,,6,5.0,,,0.0,0.0,0.0
42987,2016,10,20,228,10,Taizz,Taizz,"13,586484","44,024105",3,,,14,228.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,0.0,615222.0
42988,2016,10,20,228,10,Taizz,Taizz,"13,586484","44,024105",3,,,14,228.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,0.0,615222.0
42989,2016,10,20,200,10,Damascus,Damascus,"33,515244","36,292084",2,,,14,200.0,,,,,Free Syrian Army,,,6,5.0,,,0.0,0.0,1569394.0
42990,2016,10,20,200,10,Damascus,Damascus,"33,515244","36,292084",2,,,14,200.0,,,,,Free Syrian Army,,,6,5.0,,,0.0,0.0,1569394.0
42999,2016,10,21,95,10,Nineveh,Hatra,"35,569427","42,723026",3,8.0,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,2.0,,,,,0.0
43000,2016,10,20,95,10,Nineveh,Kafruk,"36,546064","43,06273",3,,,20,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,0.0,0.0
43001,2016,10,21,95,10,Saladin,Mutasim,"34,077841","44,06334",1,,,17,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,5.0,15.0,0.0
43006,2016,10,21,60,10,North Sinai,Rafah,"31,250196","34,24128",2,,,13,60.0,14.0,155.0,,,Sinai Province of the Islamic State,,,5,,,,0.0,2.0,0.0
43008,2016,10,21,209,10,Van,Ipekyolu district,"38,696321","43,366072",7,,,8,209.0,,,,,Kurdistan Workers' Party (PKK),,,8,,,,0.0,0.0,0.0
43011,2016,10,21,95,10,Kirkuk,Dibis,"35,672932","44,070145",5,3.0,,21,95.0,21.0,94.0,,,Islamic State of Iraq and the Levant (ISIL),,,6,13.0,,,18.0,0.0,0.0
43013,2016,10,21,95,10,Kirkuk,Kirkuk,"35,45211","44,375465",3,2.0,,2,95.0,3.0,95.0,15.0,95.0,Islamic State of Iraq and the Levant (ISIL),,,6,5.0,,,82.0,100.0,601433.0
43015,2016,10,21,173,10,Jazan,Samtah,"16,601688","42,94059",2,,,14,173.0,,,,,Houthi extremists (Ansar Allah),,,6,5.0,,,0.0,0.0,26945.0
43016,2016,10,21,173,10,Jazan,Hurrath,"16,800296","43,150341",2,,,14,173.0,,,,,Houthi extremists (Ansar Allah),,,6,5.0,,,0.0,0.0,0.0
43017,2016,10,21,173,10,Najran,Najran,"17,554939","44,232357",2,,,14,173.0,,,,,Houthi extremists (Ansar Allah),,,6,5.0,,,0.0,0.0,0.0
43018,2016,10,21,228,10,Amanat Al Asimah,Sanaa,"15,325443","44,211895",9,,,14,228.0,,,,,Houthi extremists (Ansar Allah),,,13,,,,0.0,0.0,1937451.0
43019,2016,10,21,228,10,Taizz,,"13,412932","43,630114",9,,,14,228.0,,,,,Houthi extremists (Ansar Allah),,,13,,,,0.0,0.0,90.0
43020,2016,10,21,228,10,Hajjah,,"15,695","43,5975",9,,,14,228.0,,,,,Houthi extremists (Ansar Allah),,,13,,,,0.0,0.0,43549.0
43021,2016,10,21,228,10,Shabwah,,"14,75463","46,516262",9,,,14,228.0,,,,,Houthi extremists (Ansar Allah),,,13,,,,0.0,0.0,1.0
43022,2016,10,21,228,10,Marib,,"15,470031","45,322857",9,,,14,228.0,,,,,Houthi extremists (Ansar Allah),,,13,,,,0.0,0.0,16794.0
43023,2016,10,21,228,10,Adan,,"12,799745","45,033788",9,,,14,228.0,,,,,Houthi extremists (Ansar Allah),,,13,,,,0.0,0.0,550602.0
43030,2016,10,22,95,10,Saladin,Al-Biar,"34,447887","44,432913",9,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,0.0,0.0,0.0
43031,2016,10,22,95,10,Saladin,Mutaybijah,"34,093739","44,21817",9,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,0.0,0.0,0.0
43032,2016,10,21,95,10,Nineveh,Mosul,"36,354145","43,14357",6,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,5,,,,284.0,0.0,2065597.0
43036,2016,10,22,60,10,North Sinai,Al-Kharouba,"31,163713","33,955925",3,,,4,60.0,,,,,Muslim extremists,,,6,,,,1.0,0.0,0.0
43037,2016,10,22,60,10,Qalyubia,El Obour,"30,228341","31,479895",1,,,4,60.0,,,,,Revolution's Brigade,,,5,,,,1.0,2.0,0.0
43047,2016,10,22,95,10,Nineveh,Rufeila,"36,160196","43,106622",6,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,5,,,,6.0,0.0,0.0
43054,2016,10,23,209,10,Bingol,Genc district,"38,666111","40,808722",3,,,3,209.0,14.0,209.0,,,Kurdistan Workers' Party (PKK),,,6,,,,2.0,19.0,0.0
43055,2016,10,23,209,10,Bingol,Bingol,"38,888447","40,501144",2,,,2,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,5.0,,,0.0,0.0,80568.0
43059,2016,10,23,95,10,Nineveh,Bartella,"36,351409","43,379063",3,,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,3.0,0.0,0.0
43060,2016,10,23,95,10,Nineveh,Mosul,"36,354145","43,14357",6,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,9,,,,16.0,0.0,2065597.0
43061,2016,10,23,95,10,Al Anbar,Rutbah district,"33,038056","40,284444",6,3.0,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,6.0,13.0,,21.0,0.0,22370.0
43062,2016,10,23,95,10,Kirkuk,Kirkuk,"35,45211","44,375465",3,,,20,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,1.0,0.0,601433.0
43063,2016,10,23,95,10,Kirkuk,Kirkuk,"35,45211","44,375465",3,,,20,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,1.0,0.0,601433.0
43092,2016,10,23,228,10,Ad Dali,Al-Haqab,"14,047778","44,681389",6,,,14,228.0,,,,,Houthi extremists (Ansar Allah),,,13,,,,0.0,0.0,0.0
43102,2016,10,23,173,10,Jazan,Al-Tuwal district,"16,529444","42,9675",3,,,14,173.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,0.0,0.0
43103,2016,10,23,173,10,Najran,Najran,"17,554939","44,232357",3,,,14,173.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,0.0,0.0
43118,2016,10,24,95,10,Nineveh,Sinjar district,"36,3225","41,864167",3,2.0,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,5.0,,,15.0,0.0,38294.0
43119,2016,10,24,95,10,Arbil,Safiyyah,"36,1975","43,591389",2,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,5,,,,0.0,0.0,0.0
43133,2016,10,24,95,10,Kirkuk,Kirkuk,"35,45211","44,375465",3,,,19,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,2.0,,601433.0
43134,2016,10,24,95,10,Kirkuk,Khazir,"35,529866","43,840449",3,,,20,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,1.0,,0.0
43135,2016,10,24,95,10,Kirkuk,As Sayad,"35,496667","43,709167",3,,,20,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,1.0,,0.0
43140,2016,10,24,228,10,Taizz,Taizz,"13,586484","44,024105",9,,,17,228.0,,,,,Houthi extremists (Ansar Allah),,,13,,,,0.0,0.0,615222.0
43156,2016,10,25,209,10,Bingol,Yeniyazi,"38,664422","40,575612",3,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,13.0,,,1.0,1.0,0.0
43157,2016,10,25,209,10,Van,Muradiye district,"38,994542","43,767263",1,,,14,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,0.0,0.0,0.0
