,iyear,imonth,iday,country,region,provstate,city,latitude,longitude,attacktype1,attacktype2,attacktype3,targtype1,natlty1,targtype2,natlty2,targtype3,natlty3,gname,gname2,gname3,weaptype1,weaptype2,weaptype3,weaptype4,nkill,nwound,population
4285,2009,11,21,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,2,95.0,,,,,Islamic State of Iraq (ISI),,,6,,,,1.0,3,1602264.0
4313,2009,11,23,95,10,Baghdad,Baghdad,"33,303566","44,371773",1,,,2,95.0,,,,,Islamic State of Iraq (ISI),,,5,,,,0.0,2,7216000.0
4318,2009,11,23,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,3,95.0,,,,,Islamic State of Iraq (ISI),,,6,,,,0.0,2,7216000.0
4326,2009,11,24,95,10,Al Anbar,Saqlawiah,"33,397812","43,706276",3,,,15,95.0,,,,,Islamic State of Iraq (ISI),,,6,,,,1.0,3,0.0
4376,2009,11,29,209,10,Istanbul,Istanbul,"41,106178","28,689863",2,7.0,,19,209.0,,,,,Kurdistan Workers' Party (PKK),,,8,,,,0.0,0,0.0
4412,2009,12,3,95,10,Saladin,Tikrit,"34,621521","43,668377",1,,,4,95.0,,,,,Al-Qaida in Iraq,,,6,,,,6.0,10,42477.0
4429,2009,12,6,6,10,M'sila Province,Sidi Aissa,"35,887909","3,773506",2,,,3,6.0,,,,,Gunmen,,,5,,,,2.0,0,69740.0
4455,2009,12,8,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,8,95.0,,,,,Al-Qaida in Iraq,,,6,,,,26.0,100,7216000.0
4456,2009,12,8,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,2,95.0,,,,,Al-Qaida in Iraq,,,6,,,,26.0,100,7216000.0
4457,2009,12,8,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,2,95.0,,,,,Al-Qaida in Iraq,,,6,,,,26.0,100,7216000.0
4458,2009,12,8,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,2,95.0,,,,,Al-Qaida in Iraq,,,6,,,,27.0,100,7216000.0
4459,2009,12,8,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,2,95.0,,,,,Al-Qaida in Iraq,,,6,,,,27.0,100,0.0
4588,2009,12,21,95,10,Nineveh,Tal Afar,"36,376823","42,448875",3,,,2,95.0,,,,,Al-Qaida in Iraq,,,6,,,,2.0,8,0.0
4605,2009,12,23,6,10,Setif Province,Ain Sebt,"36,4818","5,7112",3,,,2,6.0,3.0,6.0,14.0,6.0,Extremists,,,6,,,,0.0,3,0.0
4630,2009,12,24,155,10,West Bank,Einav,"32,283705","35,125121",2,,,14,97.0,,,,,Al-Aqsa Martyrs Brigade,Palestinian Islamic Jihad (PIJ),,5,,,,1.0,1,7106.0
4672,2009,12,26,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,14,95.0,,,,,Islamic State of Iraq (ISI),,,6,,,,1.0,10,7216000.0
4709,2009,12,30,95,10,Al Anbar,Ramadi,"33,420948","43,295662",1,,,4,95.0,2.0,95.0,,,Islamic State of Iraq (ISI),,,6,,,,23.0,57,274539.0
4710,2009,12,30,95,10,Baghdad,Baghdad,"33,303566","44,371773",1,,,2,95.0,,,,,Supreme Command for Jihad and Liberation,,,5,,,,0.0,3,7216000.0
4746,2010,1,3,6,10,Bouira Province,Djebahia,"36,476389","3,758611",6,,,14,6.0,1.0,38.0,,,Gunmen,,,5,,,,0.0,0,0.0
4845,2010,1,18,94,10,West Azerbaijan,Khoy,"38,5503","44,9521",1,,,2,94.0,,,,,Kurdistan Free Life Party,,,5,,,,1.0,0,175370.0
5005,2010,2,1,95,10,Diyala,Bab al-Sham,"33,470512","44,393494",3,,,14,95.0,,,,,Islamic State of Iraq (ISI),,,6,,,,42.0,106,0.0
5041,2010,2,3,95,10,Baghdad,Baghdad,"33,303566","44,371773",1,,,2,95.0,,,,,Islamic State of Iraq (ISI),,,6,,,,0.0,0,274539.0
5063,2010,2,5,95,10,Karbala,Karbala,"32,604393","44,007145",3,,,14,95.0,,,,,Islamic State of Iraq (ISI),,,6,,,,41.0,140,434450.0
5077,2010,2,6,228,10,Saada,Qalaa,"12,80095","45,03352",2,,,4,228.0,,,,,Houthi extremists (Ansar Allah),,,5,,,,15.0,0,550602.0
5089,2010,2,7,95,10,Baghdad,Baghdad,"33,303566","44,371773",1,,,4,95.0,,,,,Islamic State of Iraq (ISI),,,6,,,,1.0,1,7216000.0
5109,2010,2,8,95,10,Baghdad,Baghdad,"33,303566","44,371773",2,,,2,95.0,,,,,Islamic State of Iraq (ISI),,,5,,,,1.0,0,7216000.0
5142,2010,2,10,228,10,Amran,Burkat al-Shamsi,"15,554965","48,1728",2,,,4,228.0,,,,,Houthi extremists (Ansar Allah),,,5,,,,18.0,0,0.0
5171,2010,2,13,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,2,95.0,,,,,Islamic State of Iraq (ISI),,,6,,,,0.0,2,7216000.0
5172,2010,2,13,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,2,95.0,,,,,Islamic State of Iraq (ISI),,,6,,,,0.0,2,7216000.0
5173,2010,2,13,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,2,95.0,,,,,Islamic State of Iraq (ISI),,,6,,,,0.0,2,7216000.0
5174,2010,2,13,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,2,95.0,,,,,Islamic State of Iraq (ISI),,,6,,,,0.0,3,7216000.0
5175,2010,2,13,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,2,95.0,,,,,Islamic State of Iraq (ISI),,,6,,,,0.0,2,7216000.0
5201,2010,2,14,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,1,95.0,,,,,Shield of Islam Brigade,,,6,,,,0.0,2,7216000.0
5214,2010,2,15,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,2,95.0,,,,,Islamic State of Iraq (ISI),,,6,,,,0.0,1,7216000.0
5216,2010,2,15,110,10,South,Sidon,"33,550434","35,370964",3,2.0,,14,110.0,,,,,Asbat al-Ansar,,,6,5.0,,,2.0,0,163554.0
5231,2010,2,16,95,10,Nineveh,Mosul,"36,354145","43,14357",3,,,3,95.0,,,,,Islamic State of Iraq (ISI),,,6,,,,2.0,9,2065597.0
5260,2010,2,18,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,13,95.0,,,,,Asa'ib Ahl al-Haqq,,,6,,,,0.0,0,7216000.0
5270,2010,2,19,228,10,Ad Dali,Ad Dali,"13,702663","44,73357",1,,,4,228.0,,,,,Southern Yemen Separatists,,,5,,,,2.0,3,14760.0
5295,2010,2,21,95,10,Nineveh,Mosul,"36,354145","43,14357",3,,,14,95.0,,,,,Islamic State of Iraq (ISI),,,6,,,,0.0,0,2065597.0
5331,2010,2,23,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,13,95.0,,,,,Asa'ib Ahl al-Haqq,,,6,,,,0.0,0,7216000.0
5360,2010,2,24,95,10,Baghdad,Baghdad,"33,303566","44,371773",2,,,2,95.0,,,,,Islamic State of Iraq (ISI),,,5,,,,1.0,0,7216000.0
5361,2010,2,24,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,2,95.0,,,,,Islamic State of Iraq (ISI),,,6,,,,1.0,0,7216000.0
5387,2010,2,27,95,10,Al Anbar,Qaim,"34,363503","41,115997",3,,,14,95.0,,,,,Islamic State of Iraq (ISI),,,6,,,,0.0,0,0.0
5445,2010,3,3,95,10,Diyala,Baqubah,"33,74324","44,623825",3,,,2,95.0,1.0,95.0,3.0,95.0,Islamic State of Iraq (ISI),,,6,6.0,,,36.0,55,152550.0
5446,2010,3,4,97,10,Haifa,Haifa,"32,793921","34,990615",3,,,14,97.0,,,,,Ahrar Al-Jalil (Free People of the Galilee),,,6,,,,2.0,12,267300.0
5529,2010,3,11,97,10,Southern,Eshkol regional council,"31,192114","34,449473",3,,,14,97.0,,,,,Ansar Al Sunnah (Palestine),,,6,,,,0.0,0,0.0
5598,2010,3,18,97,10,Southern,Netiv Haasara,"31,348022","34,491093",3,,,14,205.0,,,,,Ansar Al Sunnah (Palestine),Al-Aqsa Martyrs Brigade,,6,,,,1.0,0,0.0
5601,2010,3,18,97,10,Southern,Netiv Haasara,"31,348022","34,491093",3,,,14,97.0,,,,,Al-Aqsa Martyrs Brigade,Ansar Al Sunnah (Palestine),Al-Aqsa Martyrs Brigade,6,,,,1.0,0,0.0
5705,2010,3,26,95,10,Diyala,Khalis,"33,848618","44,522125",3,,,14,95.0,,,,,Islamic State of Iraq (ISI),,,6,6.0,,,60.0,73,0.0
5733,2010,3,28,95,10,Al Anbar,Qaim,"34,363503","41,115997",1,,,17,95.0,,,,,Islamic State of Iraq (ISI),,,6,,,,6.0,28,0.0
5766,2010,3,31,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,1,95.0,,,,,Shield of Islam Brigade,,,6,,,,0.0,1,7216000.0
5800,2010,4,3,6,10,Bejaia,,"36,621776","4,986471",2,,,4,6.0,1.0,209.0,,,Islamist extremists,,,5,,,,7.0,0,0.0
5947,2010,4,13,209,10,Istanbul,Istanbul,"41,106178","28,689863",7,,,19,209.0,,,,,Kurdistan Workers' Party (PKK),,,8,,,,0.0,0,0.0
6020,2010,4,20,94,10,West Azerbaijan,Khoy,"38,5503","44,9521",9,,,4,94.0,,,,,Kurdistan Free Life Party,,,13,,,,3.0,0,175370.0
6052,2010,4,22,228,10,Saada,Sadah,"16,917494","43,762409",2,,,3,228.0,,,,,Al-Shabaab al-Mu'minin,,,5,,,,3.0,0,51870.0
6056,2010,4,23,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,15,95.0,,,,,Al-Qaida in Iraq,,,6,,,,3.0,5,7216000.0
6057,2010,4,23,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,15,95.0,,,,,Al-Qaida in Iraq,,,6,,,,5.0,14,7216000.0
6058,2010,4,23,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,2,95.0,,,,,Al-Qaida in Iraq,,,6,,,,6.0,10,7216000.0
6059,2010,4,23,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,15,95.0,,,,,Al-Qaida in Iraq,,,6,,,,1.0,6,7216000.0
6060,2010,4,23,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,1,95.0,,,,,Al-Qaida in Iraq,,,6,,,,0.0,5,7216000.0
6063,2010,4,23,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,2,95.0,,,,,Al-Qaida in Iraq,,,6,,,,20.0,28,7216000.0
6064,2010,4,23,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,14,95.0,,,,,Al-Qaida in Iraq,,,6,,,,19.0,28,7216000.0
6065,2010,4,23,95,10,Nineveh,Rahmaniyah,"36,188889","42,8025",3,,,14,95.0,,,,,Al-Qaida in Iraq,,,6,,,,0.0,7,0.0
6097,2010,4,26,228,10,Amanat Al Asimah,Sanaa,"15,325443","44,211895",1,,,7,216.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,6,,,,1.0,3,1937451.0
6208,2010,5,7,95,10,Diyala,Baqubah,"33,74324","44,623825",1,,,17,95.0,,,,,Islamic State of Iraq (ISI),,,6,,,,1.0,5,152550.0
6236,2010,5,8,6,10,Tizi Ouzou Province,Iflissen,"36,866624","4,249595",2,,,14,6.0,,,,,Militants,,,5,,,,2.0,,1.0
6250,2010,5,10,95,10,Basra,Basra,"30,510054","47,778095",3,,,1,95.0,,,,,Al-Qaida in Iraq,Islamic State of Iraq (ISI),,6,,,,12.0,100,2600000.0
6251,2010,5,10,95,10,Basra,Basra,"30,510054","47,778095",3,,,1,95.0,,,,,Al-Qaida in Iraq,Islamic State of Iraq (ISI),,6,,,,6.0,62,2600000.0
6265,2010,5,10,95,10,Al Anbar,Fallujah,"33,349159","43,784199",3,,,3,95.0,,,,,Islamic State of Iraq (ISI),,,6,,,,4.0,4,190159.0
6266,2010,5,10,95,10,Basra,Basra,"30,510054","47,778095",3,,,14,95.0,,,,,Islamic State of Iraq (ISI),Al-Qaida in Iraq,,6,,,,6.0,61,258132.0
6267,2010,5,10,95,10,Babil,Hillah,"32,469238","44,416637",3,,,1,95.0,,,,,Al-Qaida in Iraq,,,6,,,,43.0,157,289709.0
6275,2010,5,11,228,10,Saada,,"12,80095","45,03352",9,,,3,228.0,,,,,Houthi extremists (Ansar Allah),,,13,,,,0.0,6,550602.0
6302,2010,5,12,94,10,West Azerbaijan,Piranshahr,"36,697842","45,142467",2,,,4,94.0,,,,,Kurdistan Free Life Party,,,5,,,,4.0,4,61973.0
6303,2010,5,12,94,10,Kordestan,Marivan,"35,521797","46,183594",2,,,4,94.0,,,,,Kurdistan Free Life Party,,,5,,,,12.0,2,91664.0
6341,2010,5,14,95,10,Babil,Hillah,"32,469238","44,416637",3,,,15,95.0,,,,,Islamic State of Iraq (ISI),,,6,,,,0.0,18,289709.0
6375,2010,5,16,228,10,Shabwah,Habban,"14,354522","47,075779",6,,,1,44.0,4.0,228.0,,,Aqmur,Laqmush,,13,,,,0.0,0,0.0
6382,2010,5,17,95,10,Diyala,Sadiyah,"34,125729","45,003342",2,,,15,95.0,,,,,Islamic State of Iraq (ISI),,,5,9.0,,,1.0,0,0.0
6386,2010,5,17,6,10,Tizi Ouzou Province,Ait Zmenzer,"36,646906","4,043306",6,,,14,6.0,,,,,Gunmen,,,5,,,,0.0,0,33611.0
6404,2010,5,18,228,10,Ad Dali,,"13,700834","44,731569",1,,,3,228.0,,,,,Southern Mobility Movement (Yemen),,,5,,,,0.0,1,14760.0
6405,2010,5,18,228,10,Lahij,Habilayn,"13,532532","44,849667",2,,,4,228.0,,,,,Southern Mobility Movement (Yemen),,,5,,,,2.0,3,0.0
6435,2010,5,19,6,10,Boumerdès Province,Si Mustapha,"36,724419","3,619247",3,,,4,6.0,14.0,6.0,,,Al-Qaida in the Islamic Maghreb (AQIM),,,6,,,,2.0,18,0.0
6462,2010,5,20,95,10,Babil,Jubur,"32,280556","44,664444",1,,,17,95.0,,,,,Islamic State of Iraq (ISI),,,5,,,,3.0,0,36992.0
6545,2010,5,27,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,19,95.0,,,,,Islamic State of Iraq (ISI),,,6,,,,0.0,4,7216000.0
6596,2010,5,31,95,10,Baghdad,Baghdad,"33,303566","44,371773",1,,,17,95.0,,,,,Islamic State of Iraq (ISI),,,5,,,,1.0,0,7216000.0
6656,2010,6,7,95,10,Al Anbar,Fallujah,"33,349159","43,784199",3,,,3,95.0,,,,,Islamic State of Iraq (ISI),,,6,,,,2.0,27,190159.0
6657,2010,6,7,95,10,Al Anbar,Karma,"33,403057","43,911865",3,,,3,95.0,,,,,Islamic State of Iraq (ISI),,,6,,,,0.0,0,0.0
6658,2010,6,7,95,10,Al Anbar,Qaim,"34,363503","41,115997",3,,,3,95.0,,,,,Islamic State of Iraq (ISI),,,6,,,,0.0,0,0.0
6659,2010,6,7,95,10,Al Anbar,Hit,"33,633896","42,832081",3,,,17,95.0,,,,,Islamic State of Iraq (ISI),,,6,,,,0.0,0,0.0
6678,2010,6,8,94,10,West Azerbaijan,Oshnaviyeh,"37,039669","45,09822",2,,,3,94.0,,,,,Anti-Government Group,,,5,,,,2.0,0,50661.0
6729,2010,6,12,228,10,Marib,Marib,"15,45639","45,324871",3,,,21,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,6,,,,0.0,0,16794.0
6740,2010,6,13,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,2.0,3.0,1,95.0,,,,,Islamic State of Iraq (ISI),,,6,6.0,5.0,,15.0,40,7216000.0
6763,2010,6,14,95,10,Nineveh,Mosul,"36,354145","43,14357",2,,,2,95.0,,,,,Islamic State of Iraq (ISI),,,5,,,,1.0,0,2065597.0
6784,2010,6,17,95,10,Al Anbar,Fallujah,"33,349159","43,784199",1,,,17,95.0,,,,,Islamic State of Iraq (ISI),,,5,,,,6.0,0,289709.0
6815,2010,6,19,228,10,Adan,Aden,"12,825647","44,846416",2,,,4,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,5,,,,13.0,12,1.0
6834,2010,6,20,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,1,95.0,,,,,Islamic State of Iraq (ISI),,,6,,,,28.0,53,7216000.0
6852,2010,6,22,95,10,Al Anbar,Fallujah,"33,349159","43,784199",3,,,14,95.0,,,,,Islamic State of Iraq (ISI),,,6,,,,1.0,1,190159.0
6856,2010,6,22,95,10,Baghdad,Baghdad,"33,303566","44,371773",1,,,2,95.0,,,,,Salafi Abu-Bakr al-Siddiq Army,,,6,,,,0.0,8,7216000.0
6887,2010,6,24,6,10,Tbessa,Tebessa,"35,407139","8,120864",2,,,4,6.0,14.0,6.0,,,Islamist extremists,,,5,,,,5.0,1,0.0
6915,2010,6,27,60,10,Shamal Sina,El Arish,"31,126646","33,800865",3,,,21,60.0,,,,,Bedouin tribesmen,,,6,,,,0.0,0,128855.0
6956,2010,6,29,209,10,Osmaniye,Duzici district,"37,291534","36,481899",3,,,19,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,0.0,0,0.0
6963,2010,6,30,6,10,Tamanghasset,Tamanrasset,"22,785","5,52278",9,,,3,6.0,,,,,Al-Qaida in the Islamic Maghreb (AQIM),,,13,,,,11.0,,73128.0
6982,2010,7,1,228,10,Abyan,Zinjibar,"13,129726","45,385571",1,,,4,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,5,,,,1.0,0,19879.0
6999,2010,7,2,228,10,Amran,Harf Sufyan,"16,356323","44,091938",1,,,14,228.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,3.0,0,123.0
7008,2010,7,3,209,10,Mardin,Midyat,"37,415668","41,371505",3,,,21,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,0.0,0,1281.0
7017,2010,7,4,228,10,Amran,Harf Sufyan,"16,356323","44,091938",2,,,4,228.0,,,,,Houthi extremists (Ansar Allah),,,5,,,,0.0,0,123.0
7048,2010,7,7,95,10,Al Anbar,Abu Ghraib,"33,31065","44,038208",3,,,3,95.0,,,,,Al-Qaida in Iraq,,,6,,,,1.0,0,1.0
7049,2010,7,7,95,10,Al Anbar,Abu Ghraib,"33,31065","44,038208",3,,,3,95.0,,,,,Al-Qaida in Iraq,,,6,,,,1.0,0,0.0
7050,2010,7,7,95,10,Al Anbar,Abu Ghraib,"33,31065","44,038208",3,,,17,95.0,,,,,Al-Qaida in Iraq,,,6,,,,1.0,0,0.0
7051,2010,7,7,95,10,Al Anbar,Abu Ghraib,"33,31065","44,038208",3,,,17,95.0,,,,,Al-Qaida in Iraq,,,6,,,,0.0,3,0.0
7052,2010,7,7,95,10,Al Anbar,Abu Ghraib,"33,31065","44,038208",3,,,14,95.0,,,,,Al-Qaida in Iraq,,,6,,,,0.0,3,0.0
7173,2010,7,14,6,10,Tizi Ouzou,Tadmait,"36,73914","3,901676",3,,,4,6.0,,,,,Al-Qaida in the Islamic Maghreb (AQIM),,,6,,,,4.0,13,36.0
7174,2010,7,14,228,10,Abyan,Zinjibar,"13,129726","45,385571",3,2.0,,2,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,5,6.0,6.0,,2.0,6,0.0
7175,2010,7,14,228,10,Abyan,Zinjibar,"13,129726","45,385571",2,3.0,,3,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,5,6.0,6.0,,3.0,5,19879.0
7190,2010,7,15,94,10,Sistan and Balochistan,Zahedan,"29,483576","60,862701",3,,,4,94.0,,,,,Jundallah (Iran),,,6,,,,30.0,301,551980.0
7196,2010,7,15,228,10,Saada,Majz,"17,062902","43,597833",9,,,4,228.0,,,,,Houthi extremists (Ansar Allah),,,13,,,,11.0,3,113.0
7222,2010,7,17,228,10,Amran,Harf Sufyan,"16,356323","44,091938",2,,,3,228.0,,,,,Houthi extremists (Ansar Allah),,,5,,,,69.0,0,123.0
7236,2010,7,18,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,17,95.0,,,,,Al-Qaida in Iraq,,,6,,,,43.0,41,0.0
7237,2010,7,18,95,10,Al Anbar,Qaim,"34,363503","41,115997",1,,,17,95.0,,,,,Al-Qaida in Iraq,,,6,5.0,,,5.0,7,0.0
7267,2010,7,20,209,10,Agri,Dogubeyazit district,"39,563051","44,01115",3,,,21,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,0.0,0,0.0
7287,2010,7,22,228,10,Shabwah,Ataq,"14,52618","46,844932",2,,,4,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,5,,,,5.0,0,37315.0
7322,2010,7,25,228,10,Shabwah,Ataq,"14,52618","46,844932",2,3.0,,4,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,5,6.0,,,9.0,0,37315.0
7326,2010,7,25,6,10,Tizi Ouzou,Beni Aissi,"36,662321","4,079895",3,,,2,6.0,,,,,Al-Qaida in the Islamic Maghreb (AQIM),,,6,,,,2.0,8,0.0
7336,2010,7,26,228,10,Amanat Al Asimah,Sanaa,"15,325443","44,211895",2,3.0,,7,216.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,6,5.0,,,3.0,0,1937451.0
7344,2010,7,27,228,10,Ad Dali,Ad Dali,"13,702663","44,73357",3,,,3,228.0,4.0,228.0,,,Southern Mobility Movement (Yemen),,,6,6.0,,,0.0,4,14760.0
7357,2010,7,28,215,10,Fujairah,Fujairah,"25,412173","56,25297",3,,,11,101.0,,,,,Abdullah Azzam Brigades,,,6,,,,0.0,1,1.0
7362,2010,7,29,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,3,95.0,,,,,Al-Qaida in Iraq,,,6,,,,8.0,7,0.0
7363,2010,7,29,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,13,95.0,,,,,Al-Qaida in Iraq,,,6,,,,8.0,7,7216000.0
7401,2010,8,2,209,10,Erzincan,Erzincan,"39,744919","39,744919",3,,,19,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,0.0,0,0.0
7417,2010,8,3,228,10,Adan,Sanea,"12,838674","44,868883",3,,,4,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,6,,,,1.0,8,0.0
7440,2010,8,5,209,10,Van,Caldiran,"39,145471","43,913528",1,,,3,209.0,,,,,Kurdistan Workers' Party (PKK),,,13,,,,0.0,2,42477.0
7445,2010,8,5,228,10,Abyan,,"13,683741","46,081752",2,,,4,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,5,,,,3.0,0,0.0
7452,2010,8,6,228,10,Shabwah,Ataq,"14,52618","46,844932",2,,,3,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,5,,,,1.0,0,37315.0
7461,2010,8,0,6,10,Bejaia,Beni Ksila,"36,881337","4,66188",2,,,4,6.0,,,,,Al-Qaida in the Islamic Maghreb (AQIM),,,5,,,,2.0,4,0.0
7485,2010,8,8,209,10,Hakkari,Hakkari,"37,577039","43,736096",7,,,3,209.0,2.0,209.0,2.0,209.0,Kurdistan Workers' Party (PKK),,,8,5.0,12.0,,0.0,0,77699.0
7486,2010,8,8,209,10,Hakkari,Hakkari,"37,577039","43,736096",7,,,2,209.0,3.0,209.0,2.0,209.0,Kurdistan Workers' Party (PKK),,,8,5.0,12.0,,0.0,0,77699.0
7487,2010,8,8,209,10,Hakkari,Hakkari,"37,577039","43,736096",7,,,2,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,8.0,12.0,,0.0,0,77699.0
7488,2010,8,8,209,10,Hakkari,Hakkari,"37,577039","43,736096",7,,,3,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,8.0,12.0,,0.0,0,77699.0
7512,2010,8,10,209,10,Sirnak,Magara,"37,422046","42,491682",3,,,21,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,2.0,1,0.0
7543,2010,8,13,228,10,Lahij,Lahij,"13,063399","44,880882",1,,,2,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,5,,,,1.0,0,23375.0
7585,2010,8,16,228,10,Abyan,Zinjibar,"13,129726","45,385571",2,,,2,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,5,,,,1.0,0,19879.0
7594,2010,8,17,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,4,95.0,,,,,Islamic State of Iraq (ISI),,,6,,,,58.0,123,7216000.0
7625,2010,8,19,6,10,Boumerdès Province,Keniza,,,3,2.0,,4,6.0,,,,,Al-Qaida in the Islamic Maghreb (AQIM),,,6,5.0,,,3.0,2,2.0
7632,2010,8,19,6,10,M'sila Province,Qamra,"35,703845","4,572282",3,,,3,6.0,,,,,Al-Qaida in the Islamic Maghreb (AQIM),,,6,,,,1.0,0,100000.0
7665,2010,8,22,6,10,Boumerdes,Baghlia,"36,81694","3,85722",2,,,14,6.0,,,,,Al-Qaida in the Islamic Maghreb (AQIM),,,5,,,,1.0,0,152550.0
7669,2010,8,23,209,10,Hakkari,,"37,445932","43,744984",2,,,15,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,,,,1.0,0,0.0
7670,2010,8,23,228,10,Abyan,Lawdar,"13,887403","45,863647",3,,,4,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,6,,,,13.0,0,0.0
7686,2010,8,22,6,10,M'sila Province,Qamra,"35,703845","4,572282",6,2.0,,14,6.0,,,,,Mouhajiroune Brigade,,,9,,,,2.0,0,100000.0
7695,2010,8,24,209,10,Agri,,"39,732142","43,097105",3,,,21,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,0.0,0,0.0
7697,2010,8,0,6,10,,,,,6,2.0,,3,6.0,,,,,Al-Qaida in the Islamic Maghreb (AQIM),,,13,,,,1.0,0,2.0
7747,2010,8,26,228,10,Marib,Marib,"15,45639","45,324871",2,,,3,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,5,,,,0.0,1,16794.0
7755,2010,8,27,228,10,Abyan,Ahwar district,"13,721175","46,759322",6,,,1,,,,,,Al-Bakazim,,,13,,,,0.0,,1.0
7814,2010,9,1,6,10,Boumerdès Province,Zaatra,"36,767847","3,604741",3,,,4,6.0,,,,,Al-Qaida in the Islamic Maghreb (AQIM),,,6,,,,3.0,9,0.0
7824,2010,9,2,6,10,Tizi Ouzou Province,Boghni Mechtras,"36,55","3,95",2,,,14,6.0,,,,,Gunmen,,,5,,,,0.0,1,54666.0
7837,2010,9,3,228,10,Abyan,Zinjibar,"13,129726","45,385571",2,,,3,228.0,4.0,228.0,,,Al-Qaida in the Arabian Peninsula (AQAP),,,5,,,,1.0,1,19879.0
7838,2010,9,3,228,10,Lahij,Lahij,"13,063399","44,880882",2,,,4,228.0,,,,,Southern Mobility Movement (Yemen),,,5,,,,3.0,0,23375.0
7839,2010,9,3,228,10,Lahij,Al-Hawtah district,"13,077372","44,909767",3,2.0,,2,228.0,,,,,Southern Mobility Movement (Yemen),,,6,5.0,,,0.0,0,23375.0
7842,2010,9,4,228,10,Lahij,Habilayn,"13,532532","44,849667",2,,,3,228.0,,,,,Southern Mobility Movement (Yemen),,,5,,,,2.0,6,0.0
7845,2010,9,4,228,10,Lahij,,"13,178143","44,632399",7,2.0,,3,228.0,4.0,228.0,,,Southern Mobility Movement (Yemen),,,5,8.0,,,1.0,3,0.0
7847,2010,9,4,97,10,Southern,,"30,66667","34,83333",3,,,14,97.0,,,,,Popular Resistance Committees,,,6,,,,0.0,0,1.0
7878,2010,9,5,228,10,Abyan,,"13,683741","46,081752",2,,,14,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,5,,,,3.0,0,0.0
